date,size,firm,Con,Lab,LibDem,UKIP,Green,SNP,PLPW,BP,ChUK
2017-04-21,2027,ICM,48.0,26.0,10.0,8.0,3.0,4.0,NA,NA,NA
2017-04-21,1590,YouGov,48.0,25.0,12.0,5.0,3.0,6.0,NA,NA,NA
2017-04-22,2072,Survation,40.0,29.0,11.0,11.0,2.0,4.0,NA,NA,NA
2017-04-24,2024,ICM,48.0,27.0,10.0,7.0,3.0,4.0,NA,NA,NA
2017-04-24,1196,Kantar Public,46.0,24.0,11.0,8.0,4.0,5.0,NA,NA,NA
2017-04-24,1026,Panelbase,49.0,27.0,10.0,5.0,3.0,5.0,NA,NA,NA
2017-04-25,1004,Ipsos MORI,49.0,26.0,13.0,4.0,1.0,4.0,NA,NA,NA
2017-04-26,1590,YouGov,45.0,29.0,10.0,7.0,3.0,7.0,NA,NA,NA
2017-04-27,2093,ORB,42.0,31.0,10.0,8.0,NA,4.0,NA,NA,NA
2017-04-28,2012,ICM,47.0,28.0,9.0,8.0,4.0,4.0,NA,NA,NA
2017-04-28,2007,Opinium,47.0,30.0,8.0,7.0,3.0,5.0,NA,NA,NA
2017-04-28,1612,YouGov,44.0,31.0,11.0,6.0,2.0,4.0,NA,NA,NA
2017-05-02,1970,ICM,47.0,28.0,8.0,8.0,4.0,3.0,NA,NA,NA
2017-05-02,1205,Kantar TNS,48.0,24.0,11.0,7.0,4.0,4.0,NA,NA,NA
2017-05-02,1034,Panelbase,47.0,30.0,10.0,5.0,2.0,4.0,NA,NA,NA
2017-05-03,2005,Opinium,46.0,30.0,9.0,7.0,2.0,4.0,NA,NA,NA
2017-05-03,2066,YouGov,48.0,29.0,10.0,5.0,2.0,4.0,NA,NA,NA
2017-05-04,1550,ORB,46.0,31.0,9.0,8.0,NA,3.0,NA,NA,NA
2017-05-05,2020,ICM,46.0,28.0,10.0,8.0,4.0,4.0,NA,NA,NA
2017-05-05,1644,YouGov,47.0,28.0,11.0,6.0,2.0,5.0,NA,NA,NA
2017-05-06,1005,Survation,47.0,30.0,7.0,4.0,3.0,5.0,NA,NA,NA
2017-05-07,2038,ICM,49.0,27.0,9.0,6.0,3.0,4.0,NA,NA,NA
2017-05-08,1201,Kantar TNS,44.0,28.0,11.0,8.0,5.0,4.0,NA,NA,NA
2017-05-09,1027,Panelbase,48.0,31.0,8.0,5.0,2.0,4.0,NA,NA,NA
2017-05-10,1651,YouGov,46.0,30.0,11.0,5.0,2.0,6.0,NA,NA,NA
2017-05-11,1508,ORB,46.0,32.0,8.0,7.0,NA,NA,NA,NA,NA
2017-05-12,2007,ComRes,48.0,30.0,10.0,5.0,3.0,4.0,NA,NA,NA
2017-05-12,2003,Opinium,47.0,32.0,8.0,5.0,2.0,5.0,NA,NA,NA
2017-05-12,1630,YouGov,49.0,31.0,9.0,3.0,2.0,5.0,NA,NA,NA
2017-05-13,1016,Survation,48.0,30.0,8.0,4.0,2.0,4.0,NA,NA,NA
2017-05-14,1952,GfK,48.0,28.0,7.0,5.0,3.0,NA,NA,NA,NA
2017-05-14,2030,ICM,48.0,28.0,10.0,6.0,3.0,4.0,NA,NA,NA
2017-05-15,1201,Kantar TNS,47.0,29.0,8.0,6.0,4.0,4.0,NA,NA,NA
2017-05-15,1026,Panelbase,47.0,33.0,7.0,5.0,3.0,3.0,NA,NA,NA
2017-05-17,1053,Ipsos MORI,49.0,34.0,7.0,2.0,3.0,6.0,NA,NA,NA
2017-05-17,2003,Opinium,46.0,33.0,8.0,5.0,2.0,5.0,NA,NA,NA
2017-05-17,1861,YouGov,45.0,32.0,8.0,6.0,2.0,5.0,NA,NA,NA
2017-05-18,1551,ORB,46.0,34.0,7.0,7.0,NA,4.0,NA,NA,NA
2017-05-19,1925,YouGov,44.0,35.0,9.0,3.0,NA,NA,NA,NA,NA
2017-05-20,1034,Survation,43.0,34.0,8.0,4.0,2.0,3.0,NA,NA,NA
2017-05-20,1017,Survation,46.0,34.0,8.0,3.0,1.0,4.0,NA,NA,NA
2017-05-21,2004,ICM,47.0,33.0,9.0,4.0,2.0,4.0,NA,NA,NA
2017-05-22,1200,Kantar Public,42.0,34.0,9.0,4.0,4.0,4.0,NA,NA,NA
2017-05-24,2002,Opinium,45.0,35.0,7.0,5.0,2.0,5.0,NA,NA,NA
2017-05-25,1556,ORB,44.0,38.0,7.0,5.0,NA,4.0,NA,NA,NA
2017-05-25,6000,SurveyMonkey,44.0,36.0,6.0,4.0,NA,NA,NA,NA,NA
2017-05-25,2052,YouGov,43.0,38.0,10.0,4.0,1.0,5.0,NA,NA,NA
2017-05-26,2024,ComRes,46.0,34.0,8.0,5.0,2.0,4.0,NA,NA,NA
2017-05-26,2044,ICM,46.0,32.0,8.0,5.0,2.0,4.0,NA,NA,NA
2017-05-26,2003,YouGov,43.0,36.0,9.0,4.0,2.0,4.0,NA,NA,NA
2017-05-27,1009,Survation,43.0,37.0,8.0,4.0,1.0,3.0,NA,NA,NA
2017-05-29,2002,ICM,45.0,33.0,8.0,5.0,3.0,4.0,NA,NA,NA
2017-05-30,1199,Kantar Public,43.0,33.0,11.0,4.0,3.0,4.0,NA,NA,NA
2017-05-30,53464,YouGov,41.0,38.0,9.0,4.0,2.0,4.0,NA,NA,NA
2017-05-31,NA,Opinium,43.0,37.0,6.0,5.0,2.0,NA,NA,NA,NA
2017-05-31,19000,SurveyMonkey,44.0,38.0,6.0,4.0,NA,NA,NA,NA,NA
2017-05-31,1875,YouGov,42.0,39.0,7.0,4.0,2.0,4.0,NA,NA,NA
2017-06-01,1046,Ipsos MORI,45.0,40.0,7.0,2.0,2.0,3.0,NA,NA,NA
2017-06-01,1224,Panelbase,44.0,36.0,7.0,5.0,2.0,5.0,NA,NA,NA
2017-06-02,2038,ComRes,47.0,35.0,8.0,4.0,1.0,NA,NA,NA,NA
2017-06-02,2051,ICM,45.0,34.0,9.0,5.0,3.0,4.0,NA,NA,NA
2017-06-02,51945,YouGov,42.0,38.0,9.0,3.0,2.0,4.0,NA,NA,NA
2017-06-02,1989,YouGov,42.0,38.0,9.0,4.0,2.0,4.0,NA,NA,NA
2017-06-03,1049,Survation,40.0,39.0,8.0,5.0,NA,4.0,NA,NA,NA
2017-06-04,2000,ICM,45.0,34.0,8.0,5.0,3.0,4.0,NA,NA,NA
2017-06-05,53241,YouGov,42.0,38.0,9.0,4.0,2.0,4.0,NA,NA,NA
2017-06-06,3002,Opinium,43.0,36.0,8.0,5.0,2.0,5.0,NA,NA,NA
2017-06-06,11000,SurveyMonkey,42.0,38.0,6.0,4.0,2.0,3.0,NA,NA,NA
2017-06-07,1199,BMG,46.0,33.0,8.0,5.0,3.0,4.0,NA,NA,NA
2017-06-07,2051,ComRes,44.0,34.0,9.0,5.0,2.0,4.0,NA,NA,NA
2017-06-07,1532,ICM,46.0,34.0,7.0,5.0,2.0,5.0,NA,NA,NA
2017-06-07,1291,Ipsos MORI,44.0,36.0,7.0,4.0,2.0,5.0,NA,NA,NA
2017-06-07,2159,Kantar Public,43.0,38.0,7.0,4.0,2.0,4.0,NA,NA,NA
2017-06-07,3018,Panelbase,44.0,36.0,7.0,5.0,2.0,4.0,NA,NA,NA
2017-06-07,2213,Qriously,39.0,41.0,6.0,4.0,NA,3.0,NA,NA,NA
2017-06-07,2798,Survation,41.0,40.0,8.0,2.0,2.0,4.0,NA,NA,NA
2017-06-07,2130,YouGov,42.0,35.0,10.0,5.0,2.0,5.0,NA,NA,NA
2017-06-10,1036,Survation,39.0,45.0,7.0,3.0,NA,3.0,NA,NA,NA
2017-06-17,1005,Survation,41.0,44.0,6.0,2.0,1.0,3.0,NA,NA,NA
2017-06-21,5481,Panelbase,41.0,46.0,6.0,2.0,1.0,3.0,NA,NA,NA
2017-06-29,2010,Opinium,39.0,45.0,5.0,5.0,2.0,3.0,NA,NA,NA
2017-06-30,1017,Survation,41.0,40.0,7.0,2.0,2.0,2.0,NA,NA,NA
2017-07-03,2044,ICM,41.0,43.0,7.0,3.0,3.0,NA,NA,NA,NA
2017-07-06,1648,YouGov,38.0,46.0,6.0,4.0,1.0,4.0,NA,NA,NA
2017-07-11,1700,YouGov,40.0,45.0,7.0,2.0,1.0,4.0,NA,NA,NA
2017-07-14,2013,Opinium,41.0,43.0,5.0,5.0,2.0,3.0,NA,NA,NA
2017-07-15,1024,Survation,39.0,42.0,8.0,6.0,1.0,4.0,NA,NA,NA
2017-07-16,2046,ICM,42.0,43.0,7.0,3.0,2.0,4.0,NA,NA,NA
2017-07-18,1071,Ipsos MORI,41.0,42.0,9.0,3.0,2.0,3.0,NA,NA,NA
2017-07-19,1593,YouGov,41.0,43.0,6.0,3.0,2.0,4.0,NA,NA,NA
2017-08-01,1665,YouGov,41.0,44.0,7.0,3.0,2.0,3.0,NA,NA,NA
2017-08-11,1512,BMG,42.0,39.0,7.0,6.0,3.0,2.0,NA,NA,NA
2017-08-18,1256,Opinium,40.0,43.0,6.0,4.0,2.0,5.0,NA,NA,NA
2017-08-22,1664,YouGov,41.0,42.0,8.0,4.0,1.0,4.0,NA,NA,NA
2017-08-28,1972,ICM,42.0,42.0,7.0,3.0,3.0,2.0,NA,NA,NA
2017-08-31,1658,YouGov,41.0,42.0,6.0,4.0,2.0,4.0,NA,NA,NA
2017-09-01,1046,Survation,38.0,43.0,7.0,4.0,NA,4.0,NA,NA,NA
2017-09-10,2052,ICM,42.0,42.0,7.0,4.0,3.0,3.0,NA,NA,NA
2017-09-13,1660,YouGov,41.0,42.0,7.0,3.0,2.0,4.0,NA,NA,NA
2017-09-15,2009,Opinium,41.0,41.0,5.0,5.0,3.0,4.0,1.0,NA,NA
2017-09-18,1023,Ipsos MORI,40.0,44.0,9.0,2.0,1.0,4.0,NA,NA,NA
2017-09-22,2004,Opinium,42.0,40.0,6.0,4.0,2.0,4.0,1.0,NA,NA
2017-09-22,1174,Survation,38.0,43.0,8.0,4.0,2.0,4.0,1.0,NA,NA
2017-09-24,1968,ICM,40.0,42.0,8.0,4.0,2.0,3.0,1.0,NA,NA
2017-09-24,1716,YouGov,39.0,43.0,7.0,4.0,2.0,4.0,NA,NA,NA
2017-10-05,1615,YouGov,40.0,42.0,7.0,4.0,2.0,4.0,NA,NA,NA
2017-10-06,1225,Opinium,40.0,42.0,5.0,5.0,2.0,4.0,NA,NA,NA
2017-10-08,2052,ICM,41.0,41.0,7.0,4.0,2.0,4.0,1.0,NA,NA
2017-10-11,1680,YouGov,39.0,42.0,8.0,4.0,2.0,4.0,NA,NA,NA
2017-10-19,1648,YouGov,40.0,42.0,8.0,4.0,2.0,4.0,NA,NA,NA
2017-10-23,2022,ICM,42.0,42.0,7.0,3.0,2.0,NA,NA,NA,NA
2017-10-24,1637,YouGov,41.0,43.0,7.0,3.0,2.0,3.0,NA,NA,NA
2017-11-01,1052,Ipsos MORI,38.0,40.0,9.0,4.0,3.0,5.0,NA,NA,NA
2017-11-08,2012,YouGov,40.0,43.0,6.0,4.0,2.0,4.0,NA,NA,NA
2017-11-12,2010,ICM,41.0,41.0,7.0,4.0,2.0,4.0,NA,NA,NA
2017-11-16,1236,Opinium,40.0,42.0,6.0,5.0,2.0,4.0,1.0,NA,NA
2017-11-20,2437,Kantar Public,42.0,38.0,9.0,5.0,3.0,2.0,NA,NA,NA
2017-11-20,1677,YouGov,40.0,43.0,7.0,3.0,2.0,4.0,NA,NA,NA
2017-11-23,1644,YouGov,39.0,41.0,7.0,4.0,3.0,4.0,NA,NA,NA
2017-11-26,2029,ICM,41.0,41.0,7.0,5.0,3.0,3.0,NA,NA,NA
2017-11-28,1003,Ipsos MORI,37.0,39.0,9.0,4.0,4.0,5.0,NA,NA,NA
2017-12-01,2050,ICM,40.0,41.0,8.0,4.0,3.0,3.0,NA,NA,NA
2017-12-01,1003,Survation,37.0,45.0,6.0,4.0,1.0,3.0,NA,NA,NA
2017-12-05,1638,YouGov,40.0,41.0,7.0,3.0,2.0,4.0,NA,NA,NA
2017-12-08,1509,BMG,37.0,40.0,9.0,5.0,3.0,3.0,1.0,NA,NA
2017-12-10,2006,ICM,42.0,40.0,8.0,5.0,2.0,3.0,1.0,NA,NA
2017-12-10,1680,YouGov,42.0,41.0,7.0,4.0,2.0,4.0,NA,NA,NA
2017-12-14,2004,ICM,41.0,42.0,7.0,4.0,3.0,3.0,NA,NA,NA
2017-12-14,2005,Opinium,39.0,41.0,7.0,6.0,2.0,3.0,1.0,NA,NA
2017-12-20,1610,YouGov,40.0,42.0,7.0,4.0,1.0,5.0,NA,NA,NA
2018-01-08,1663,YouGov,40.0,41.0,9.0,3.0,2.0,4.0,NA,NA,NA
2018-01-12,2008,Opinium,40.0,40.0,6.0,5.0,3.0,4.0,NA,NA,NA
2018-01-14,2027,ICM,40.0,41.0,7.0,4.0,3.0,3.0,1.0,NA,NA
2018-01-17,1672,YouGov,41.0,42.0,7.0,3.0,2.0,4.0,NA,NA,NA
2018-01-19,4117,ICM,41.0,41.0,7.0,4.0,3.0,3.0,NA,NA,NA
2018-01-23,1031,Ipsos MORI,39.0,42.0,9.0,3.0,2.0,4.0,NA,NA,NA
2018-01-29,1059,Survation,40.0,43.0,8.0,3.0,1.0,2.0,NA,NA,NA
2018-01-29,1669,YouGov,42.0,42.0,6.0,2.0,3.0,4.0,NA,NA,NA
2018-02-04,2021,ICM,41.0,40.0,8.0,3.0,4.0,3.0,NA,NA,NA
2018-02-06,2000,YouGov,43.0,39.0,8.0,3.0,3.0,3.0,NA,NA,NA
2018-02-08,2002,Opinium,42.0,39.0,7.0,5.0,NA,NA,NA,NA,NA
2018-02-09,1507,BMG,40.0,40.0,8.0,5.0,4.0,2.0,NA,NA,NA
2018-02-12,2448,Kantar Public,39.0,39.0,8.0,4.0,NA,NA,NA,NA,NA
2018-02-13,1639,YouGov,40.0,41.0,8.0,4.0,2.0,3.0,NA,NA,NA
2018-02-19,1662,ICM,42.0,43.0,7.0,3.0,2.0,3.0,NA,NA,NA
2018-02-20,1650,YouGov,40.0,42.0,8.0,4.0,2.0,4.0,NA,NA,NA
2018-02-27,1622,YouGov,41.0,42.0,7.0,3.0,2.0,4.0,NA,NA,NA
2018-03-04,2030,ICM,43.0,42.0,7.0,2.0,3.0,3.0,NA,NA,NA
2018-03-06,1641,YouGov,41.0,43.0,7.0,2.0,2.0,4.0,NA,NA,NA
2018-03-07,1012,Ipsos MORI,43.0,42.0,6.0,2.0,2.0,4.0,1.0,NA,NA
2018-03-08,1038,Survation,38.0,45.0,9.0,3.0,2.0,2.0,NA,NA,NA
2018-03-15,2001,Opinium,42.0,40.0,6.0,4.0,3.0,4.0,1.0,NA,NA
2018-03-15,1986,YouGov,42.0,39.0,7.0,3.0,3.0,5.0,NA,NA,NA
2018-03-18,2013,ICM,44.0,41.0,8.0,1.0,2.0,3.0,1.0,NA,NA
2018-03-27,1659,YouGov,43.0,39.0,8.0,3.0,2.0,3.0,NA,NA,NA
2018-04-05,1037,Number Cruncher Politics,43.0,38.0,8.0,3.0,3.0,4.0,1.0,NA,NA
2018-04-05,1662,YouGov,42.0,41.0,7.0,4.0,2.0,4.0,NA,NA,NA
2018-04-10,1639,YouGov,40.0,40.0,9.0,4.0,2.0,4.0,NA,NA,NA
2018-04-12,2038,ComRes,40.0,41.0,7.0,4.0,2.0,3.0,1.0,NA,NA
2018-04-12,2008,Opinium,40.0,40.0,7.0,5.0,2.0,4.0,1.0,NA,NA
2018-04-14,2060,Survation,40.0,40.0,9.0,3.0,1.0,3.0,1.0,NA,NA
2018-04-17,1631,YouGov,43.0,38.0,8.0,3.0,3.0,4.0,NA,NA,NA
2018-04-24,1004,Ipsos MORI,41.0,40.0,10.0,2.0,2.0,3.0,1.0,NA,NA
2018-04-25,1668,YouGov,43.0,38.0,8.0,3.0,3.0,4.0,NA,NA,NA
2018-04-29,2030,ComRes,40.0,40.0,9.0,5.0,3.0,3.0,NA,NA,NA
2018-04-29,2026,ICM,42.0,39.0,8.0,4.0,3.0,3.0,NA,NA,NA
2018-05-01,1595,YouGov,42.0,38.0,7.0,3.0,3.0,4.0,NA,NA,NA
2018-05-04,1441,BMG,39.0,39.0,10.0,4.0,3.0,4.0,1.0,NA,NA
2018-05-09,1648,YouGov,43.0,38.0,9.0,2.0,2.0,4.0,NA,NA,NA
2018-05-10,1585,Survation,41.0,40.0,8.0,3.0,2.0,3.0,1.0,NA,NA
2018-05-13,2050,ICM,43.0,40.0,8.0,3.0,3.0,3.0,NA,NA,NA
2018-05-14,1634,YouGov,43.0,38.0,9.0,3.0,3.0,3.0,NA,NA,NA
2018-05-16,2009,Opinium,43.0,39.0,6.0,4.0,3.0,4.0,1.0,NA,NA
2018-05-17,2045,ComRes,41.0,41.0,7.0,3.0,3.0,3.0,1.0,NA,NA
2018-05-21,1660,YouGov,42.0,38.0,9.0,2.0,3.0,4.0,NA,NA,NA
2018-05-22,1015,Ipsos MORI,40.0,40.0,7.0,2.0,5.0,5.0,NA,NA,NA
2018-05-29,2002,ICM,43.0,40.0,8.0,3.0,2.0,3.0,1.0,NA,NA
2018-05-29,1670,YouGov,42.0,39.0,9.0,3.0,2.0,5.0,NA,NA,NA
2018-06-04,2012,Survation,41.0,40.0,9.0,2.0,2.0,3.0,NA,NA,NA
2018-06-05,1619,YouGov,44.0,37.0,8.0,3.0,3.0,4.0,NA,NA,NA
2018-06-07,2005,Opinium,42.0,40.0,7.0,2.0,2.0,6.0,1.0,NA,NA
2018-06-08,1490,BMG,38.0,41.0,11.0,4.0,2.0,2.0,NA,NA,NA
2018-06-10,2021,ICM,42.0,40.0,8.0,3.0,3.0,3.0,NA,NA,NA
2018-06-12,1638,YouGov,42.0,39.0,8.0,3.0,2.0,4.0,NA,NA,NA
2018-06-19,1606,YouGov,42.0,40.0,9.0,3.0,2.0,4.0,NA,NA,NA
2018-06-20,1022,Survation,41.0,38.0,7.0,3.0,3.0,4.0,1.0,NA,NA
2018-06-24,2013,ICM,41.0,40.0,9.0,3.0,3.0,3.0,NA,NA,NA
2018-06-26,1645,YouGov,42.0,37.0,9.0,3.0,3.0,5.0,NA,NA,NA
2018-06-27,1026,Ipsos MORI,41.0,38.0,7.0,4.0,4.0,4.0,1.0,NA,NA
2018-07-04,1641,YouGov,41.0,40.0,9.0,3.0,2.0,4.0,NA,NA,NA
2018-07-05,1511,BMG,39.0,37.0,10.0,3.0,4.0,3.0,1.0,NA,NA
2018-07-07,1007,Survation,38.0,40.0,10.0,NA,NA,3.0,1.0,NA,NA
2018-07-09,2013,ICM,41.0,39.0,9.0,4.0,3.0,3.0,NA,NA,NA
2018-07-09,1086,Kantar TNS,40.0,38.0,9.0,3.0,3.0,4.0,1.0,NA,NA
2018-07-09,1669,YouGov,39.0,39.0,9.0,5.0,3.0,4.0,NA,NA,NA
2018-07-11,1732,YouGov,37.0,39.0,10.0,6.0,3.0,4.0,NA,NA,NA
2018-07-13,2005,Opinium,36.0,40.0,8.0,8.0,3.0,4.0,1.0,NA,NA
2018-07-14,1484,Deltapoll,37.0,42.0,7.0,6.0,3.0,3.0,1.0,NA,NA
2018-07-17,1657,YouGov,36.0,41.0,9.0,7.0,2.0,4.0,NA,NA,NA
2018-07-20,1668,YouGov,38.0,39.0,9.0,6.0,2.0,5.0,NA,NA,NA
2018-07-22,2010,ICM,40.0,41.0,8.0,5.0,3.0,3.0,NA,NA,NA
2018-07-23,1650,YouGov,38.0,38.0,10.0,6.0,3.0,4.0,NA,NA,NA
2018-07-24,1023,Ipsos MORI,38.0,38.0,10.0,6.0,3.0,5.0,NA,NA,NA
2018-07-31,1718,YouGov,38.0,38.0,10.0,6.0,3.0,4.0,NA,NA,NA
2018-08-05,2049,ICM,39.0,40.0,7.0,6.0,3.0,4.0,NA,NA,NA
2018-08-09,1675,YouGov,39.0,35.0,10.0,7.0,3.0,5.0,NA,NA,NA
2018-08-10,1481,BMG,37.0,39.0,10.0,5.0,5.0,3.0,NA,NA,NA
2018-08-13,1119,Kantar Public,40.0,39.0,9.0,4.0,3.0,4.0,1.0,NA,NA
2018-08-13,1036,Number Cruncher Politics,38.0,40.0,8.0,5.0,2.0,4.0,1.0,NA,NA
2018-08-14,1660,YouGov,41.0,38.0,8.0,6.0,3.0,4.0,NA,NA,NA
2018-08-16,1904,Deltapoll,37.0,40.0,8.0,6.0,5.0,3.0,1.0,NA,NA
2018-08-17,2003,Opinium,39.0,38.0,7.0,7.0,3.0,4.0,1.0,NA,NA
2018-08-19,2021,ICM,40.0,40.0,8.0,6.0,2.0,3.0,NA,NA,NA
2018-08-21,1697,YouGov,40.0,37.0,9.0,6.0,2.0,5.0,NA,NA,NA
2018-08-29,1664,YouGov,39.0,37.0,10.0,5.0,3.0,4.0,NA,NA,NA
2018-09-01,1017,Survation,37.0,41.0,6.0,7.0,2.0,3.0,1.0,NA,NA
2018-09-04,1883,YouGov,39.0,35.0,11.0,5.0,4.0,5.0,NA,NA,NA
2018-09-07,1553,BMG,37.0,38.0,11.0,7.0,4.0,2.0,NA,NA,NA
2018-09-07,1039,Survation,38.0,37.0,10.0,4.0,2.0,3.0,1.0,NA,NA
2018-09-09,2051,ICM,42.0,39.0,8.0,4.0,3.0,3.0,NA,NA,NA
2018-09-10,1119,Kantar Public,40.0,35.0,10.0,5.0,4.0,4.0,NA,NA,NA
2018-09-13,2011,Opinium,39.0,38.0,7.0,6.0,3.0,4.0,1.0,NA,NA
2018-09-13,1620,YouGov,40.0,36.0,11.0,4.0,3.0,4.0,NA,NA,NA
2018-09-18,1070,Ipsos MORI,39.0,37.0,13.0,2.0,5.0,3.0,NA,NA,NA
2018-09-19,2509,YouGov,40.0,36.0,11.0,5.0,2.0,5.0,NA,NA,NA
2018-09-20,2003,Opinium,37.0,39.0,9.0,8.0,2.0,4.0,1.0,NA,NA
2018-09-22,1006,BMG,38.0,38.0,10.0,5.0,4.0,4.0,NA,NA,NA
2018-09-24,2006,ICM,41.0,40.0,9.0,4.0,3.0,3.0,NA,NA,NA
2018-09-25,1625,YouGov,42.0,36.0,11.0,4.0,2.0,4.0,NA,NA,NA
2018-09-27,2036,ComRes,39.0,40.0,9.0,5.0,2.0,3.0,NA,NA,NA
2018-09-28,2008,Opinium,39.0,36.0,9.0,6.0,3.0,4.0,NA,NA,NA
2018-09-29,1203,BMG,35.0,40.0,12.0,5.0,3.0,4.0,1.0,NA,NA
2018-10-01,1607,YouGov,42.0,36.0,9.0,5.0,2.0,4.0,NA,NA,NA
2018-10-05,1503,BMG,38.0,39.0,10.0,4.0,4.0,4.0,1.0,NA,NA
2018-10-05,2007,Opinium,39.0,39.0,7.0,6.0,3.0,3.0,1.0,NA,NA
2018-10-09,1647,YouGov,41.0,37.0,9.0,4.0,3.0,5.0,NA,NA,NA
2018-10-10,1009,Survation,40.0,39.0,7.0,6.0,NA,4.0,NA,NA,NA
2018-10-12,2010,Opinium,41.0,37.0,8.0,6.0,3.0,4.0,1.0,NA,NA
2018-10-15,1128,Kantar Public,41.0,36.0,10.0,3.0,4.0,4.0,1.0,NA,NA
2018-10-15,1649,YouGov,41.0,36.0,9.0,4.0,3.0,4.0,NA,NA,NA
2018-10-22,1044,Ipsos MORI,39.0,37.0,10.0,5.0,5.0,4.0,1.0,NA,NA
2018-10-23,1802,YouGov,41.0,36.0,8.0,4.0,4.0,6.0,NA,NA,NA
2018-10-26,1017,Deltapoll,43.0,40.0,6.0,5.0,2.0,4.0,NA,NA,NA
2018-10-30,1648,YouGov,41.0,39.0,7.0,5.0,2.0,4.0,NA,NA,NA
2018-11-02,20090,Survation,39.0,40.0,8.0,3.0,2.0,3.0,NA,NA,NA
2018-11-05,1637,YouGov,41.0,37.0,8.0,4.0,4.0,4.0,NA,NA,NA
2018-11-07,2016,Panelbase,40.0,40.0,8.0,5.0,3.0,4.0,1.0,NA,NA
2018-11-12,1147,Kantar Public,40.0,39.0,8.0,3.0,3.0,4.0,1.0,NA,NA
2018-11-15,2000,ComRes,36.0,40.0,9.0,7.0,3.0,3.0,1.0,NA,NA
2018-11-15,1213,Opinium,36.0,39.0,7.0,8.0,3.0,5.0,1.0,NA,NA
2018-11-19,1671,YouGov,39.0,36.0,8.0,6.0,4.0,4.0,NA,NA,NA
2018-11-27,1737,YouGov,40.0,35.0,10.0,6.0,3.0,4.0,NA,NA,NA
2018-12-02,2035,ComRes,37.0,39.0,9.0,6.0,3.0,3.0,NA,NA,NA
2018-12-04,1624,YouGov,40.0,38.0,9.0,4.0,4.0,5.0,NA,NA,NA
2018-12-05,1049,Ipsos MORI,38.0,38.0,9.0,4.0,5.0,4.0,1.0,NA,NA
2018-12-06,1178,Kantar Public,38.0,38.0,9.0,5.0,5.0,4.0,1.0,NA,NA
2018-12-07,1652,YouGov,38.0,37.0,10.0,3.0,4.0,5.0,NA,NA,NA
2018-12-14,2016,Opinium,38.0,39.0,8.0,6.0,4.0,4.0,1.0,NA,NA
2018-12-14,5043,YouGov,40.0,36.0,10.0,4.0,3.0,5.0,NA,NA,NA
2018-12-20,1945,Opinium,39.0,39.0,6.0,6.0,4.0,4.0,NA,NA,NA
2019-01-04,25537,YouGov,40.0,34.0,10.0,4.0,4.0,4.0,NA,NA,NA
2019-01-07,1656,YouGov,41.0,35.0,11.0,4.0,3.0,4.0,NA,NA,NA
2019-01-11,1514,BMG,36.0,36.0,12.0,6.0,5.0,3.0,1.0,NA,NA
2019-01-11,1013,Survation,38.0,41.0,10.0,4.0,2.0,3.0,NA,NA,NA
2019-01-14,1106,Kantar,35.0,38.0,9.0,6.0,4.0,4.0,1.0,NA,NA
2019-01-14,1701,YouGov,39.0,34.0,11.0,6.0,4.0,5.0,NA,NA,NA
2019-01-15,2010,ComRes,37.0,39.0,8.0,7.0,3.0,3.0,1.0,NA,NA
2019-01-17,2031,ComRes,38.0,37.0,10.0,6.0,3.0,3.0,1.0,NA,NA
2019-01-17,1030,Number Cruncher Politics,41.0,39.0,8.0,4.0,2.0,3.0,1.0,NA,NA
2019-01-18,2046,ICM,39.0,40.0,9.0,5.0,3.0,3.0,1.0,NA,NA
2019-01-18,2006,Opinium,37.0,40.0,7.0,7.0,4.0,5.0,1.0,NA,NA
2019-01-30,1029,Survation,38.0,39.0,9.0,4.0,2.0,3.0,NA,NA,NA
2019-02-01,2008,Opinium,41.0,34.0,8.0,7.0,4.0,4.0,1.0,NA,NA
2019-02-04,1851,YouGov,41.0,34.0,10.0,4.0,4.0,5.0,NA,NA,NA
2019-02-05,1005,Ipsos MORI,38.0,38.0,10.0,4.0,3.0,4.0,1.0,NA,NA
2019-02-07,NA,YouGov,39.0,34.0,11.0,5.0,4.0,3.0,1.0,NA,NA
2019-02-11,1145,Kantar Public,40.0,35.0,10.0,3.0,4.0,4.0,1.0,NA,NA
2019-02-15,2005,Opinium,37.0,37.0,8.0,7.0,4.0,4.0,NA,NA,NA
2019-02-18,1023,Survation,40.0,36.0,10.0,5.0,2.0,3.0,NA,NA,NA
2019-02-19,1861,YouGov,41.0,33.0,10.0,4.0,4.0,5.0,NA,NA,NA
2019-02-23,1027,Deltapoll,43.0,36.0,6.0,5.0,3.0,4.0,NA,NA,NA
2019-02-23,2005,YouGov,41.0,30.0,10.0,5.0,4.0,5.0,NA,NA,NA
2019-03-01,2003,Opinium,40.0,34.0,9.0,7.0,3.0,4.0,1.0,NA,NA
2019-03-04,2172,YouGov,40.0,31.0,11.0,3.0,4.0,5.0,NA,NA,NA
2019-03-08,1503,BMG,39.0,34.0,12.0,5.0,4.0,3.0,1.0,NA,NA
2019-03-11,1152,Kantar Public,41.0,31.0,8.0,6.0,6.0,5.0,NA,NA,NA
2019-03-15,1952,Opinium,38.0,34.0,8.0,8.0,3.0,5.0,1.0,NA,NA
2019-03-15,1007,Survation,35.0,39.0,10.0,NA,NA,3.0,NA,NA,NA
